       -0.6100000000        1.0000000000        0.0000000000        2.5000000000
       -0.6000000000        1.0000000000        0.0000000000        2.5000000000
       -0.5900000000        1.0000000000        0.0000000000        2.5000000000
       -0.5800000000        1.0000000000        0.0000000000        2.5000000000
       -0.5700000000        1.0000000000        0.0000000000        2.5000000000
       -0.5600000000        1.0000000000        0.0000000000        2.5000000000
       -0.5500000000        1.0000000000        0.0000000000        2.5000000000
       -0.5400000000        1.0000000000        0.0000000000        2.5000000000
       -0.5300000000        1.0000000000        0.0000000001        2.4999999998
       -0.5200000000        0.9999999999        0.0000000002        2.4999999995
       -0.5100000000        0.9999999995        0.0000000006        2.4999999983
       -0.5000000000        0.9999999985        0.0000000018        2.4999999946
       -0.4900000000        0.9999999952        0.0000000056        2.4999999833
       -0.4800000000        0.9999999856        0.0000000171        2.4999999494
       -0.4700000000        0.9999999573        0.0000000505        2.4999998505
       -0.4600000000        0.9999998770        0.0000001456        2.4999995693
       -0.4500000000        0.9999996551        0.0000004081        2.4999987928
       -0.4400000000        0.9999990602        0.0000011120        2.4999967108
       -0.4300000000        0.9999975136        0.0000029419        2.4999912977
       -0.4200000000        0.9999936203        0.0000075485        2.4999776711
       -0.4100000000        0.9999841457        0.0000187588        2.4999445104
       -0.4000000000        0.9999618971        0.0000450828        2.4998666422
       -0.3900000000        0.9999115870        0.0001046051        2.4996905674
       -0.3800000000        0.9998022933        0.0002338975        2.4993080900
       -0.3700000000        0.9995748016        0.0005029543        2.4985120955
       -0.3600000000        0.9991224622        0.0010376983        2.4969298348
       -0.3500000000        0.9982660881        0.0020492102        2.4939359913
       -0.3400000000        0.9967277386        0.0038634197        2.4885635247
       -0.3300000000        0.9941147000        0.0069368378        2.4794538899
       -0.3200000000        0.9899305624        0.0118369315        2.4649084638
       -0.3100000000        0.9836287076        0.0191682583        2.4430961144
       -0.3000000000        0.9747087370        0.0294456322        2.4124147459
       -0.2900000000        0.9628303532        0.0429504089        2.3719056756
       -0.2800000000        0.9478966999        0.0596341458        2.3215381658
       -0.2700000000        0.9300591118        0.0791283320        2.2621928017
       -0.2600000000        0.9096225520        0.1008743905        2.1952919833
       -0.2500000000        0.8869645613        0.1242453792        2.1224808897
       -0.2400000000        0.8639250438        0.1473497252        2.0498315703
       -0.2300000000        0.8410607501        0.1691524176        1.9791892154
       -0.2200000000        0.8186137055        0.1898863382        1.9113242557
       -0.2100000000        0.7967625368        0.2097365368        1.8467000342
       -0.2000000000        0.7746865669        0.2276182393        1.7823426933
       -0.1900000000        0.7534449811        0.2450901833        1.7221849442
       -0.1800000000        0.7329366584        0.2618220812        1.6652392265
       -0.1700000000        0.7120055966        0.2764620946        1.6077678341
       -0.1600000000        0.6914951810        0.2901230677        1.5528476392
       -0.1500000000        0.6721103893        0.3038455780        1.5024486678
       -0.1400000000        0.6529308134        0.3163333759        1.4533254204
       -0.1300000000        0.6333342848        0.3267581392        1.4035715009
       -0.1200000000        0.6143034413        0.3366060886        1.3564755971
       -0.1100000000        0.5963909329        0.3466538889        1.3136529017
       -0.1000000000        0.5783542100        0.3552008166        1.2708498630
       -0.0900000000        0.5603323907        0.3623267785        1.2287474987
       -0.0800000000        0.5430680119        0.3691802691        1.1892767387
       -0.0700000000        0.5259920411        0.3751179139        1.1510984923
       -0.0600000000        0.5090708518        0.3800365834        1.1137509576
       -0.0500000000        0.4926981351        0.3846818977        1.0786655385
       -0.0400000000        0.4767072416        0.3887256721        1.0450332209
       -0.0300000000        0.4607717357        0.3913201555        1.0113148297
       -0.0200000000        0.4454515341        0.3928968719        0.9794761383
       -0.0100000000        0.4324051445        0.3946153493        0.9537803519
        0.0000000000        0.4236668809        0.3956871227        0.9365190536
        0.0100000000        0.4216426465        0.3957162261        0.9323090262
        0.0200000000        0.4270479846        0.3952109421        0.9430155637
        0.0300000000        0.4262103423        0.3951112794        0.9412961228
        0.0400000000        0.4260999174        0.3950355667        0.9411535635
        0.0500000000        0.4257760809        0.3950440272        0.9406348556
        0.0600000000        0.4256823388        0.3950868702        0.9405954661
        0.0700000000        0.4256922296        0.3951015477        0.9406389376
        0.0800000000        0.4257350957        0.3950822940        0.9407330533
        0.0900000000        0.4257348160        0.3950250944        0.9407366941
        0.1000000000        0.4257021230        0.3949359299        0.9406973644
        0.1100000000        0.4256597128        0.3948551187        0.9407074764
        0.1200000000        0.4256089936        0.3948099712        0.9407859778
        0.1300000000        0.4255244778        0.3947544091        0.9408341301
        0.1400000000        0.4253352448        0.3945989157        0.9408007837
        0.1500000000        0.4249326213        0.3942364579        0.9406499480
        0.1600000000        0.4241416101        0.3935111014        0.9402778398
        0.1700000000        0.4226928309        0.3921554175        0.9396069522
        0.1800000000        0.4201156987        0.3897465131        0.9384463851
        0.1900000000        0.4157319370        0.3856671008        0.9365242270
        0.2000000000        0.4086360812        0.3790813130        0.9334693330
        0.2100000000        0.3977149763        0.3689560400        0.9288011558
        0.2200000000        0.3817736673        0.3541768041        0.9219866168
        0.2300000000        0.3597966049        0.3337935127        0.9125622915
        0.2400000000        0.3313444605        0.3073957535        0.9003299286
        0.2500000000        0.3021777219        0.2803135672        0.8877061046
        0.2600000000        0.2834251857        0.2629105102        0.8796287107
        0.2700000000        0.2729239281        0.2531576750        0.8750820928
        0.2800000000        0.2677164161        0.2482856314        0.8726897458
        0.2900000000        0.2655428449        0.2462646123        0.8717530479
        0.3000000000        0.2648830614        0.2456867661        0.8716263442
        0.3100000000        0.2647945864        0.2456200537        0.8716725582
        0.3200000000        0.2648570287        0.2456905257        0.8717659963
        0.3300000000        0.2650543782        0.2458916628        0.8719403443
        0.3400000000        0.2652910865        0.2461324957        0.8721434396
        0.3500000000        0.2654018001        0.2462373239        0.8722161218
        0.3600000000        0.2654394116        0.2462645973        0.8722067078
        0.3700000000        0.2654519823        0.2462591623        0.8721594510
        0.3800000000        0.2654390842        0.2462106106        0.8720097271
        0.3900000000        0.2653612547        0.2460218792        0.8715178609
        0.4000000000        0.2650862327        0.2454079809        0.8699284500
        0.4100000000        0.2642081800        0.2434552172        0.8649170964
        0.4200000000        0.2614155716        0.2373381828        0.8492444131
        0.4300000000        0.2528471096        0.2188421407        0.8020873208
        0.4400000000        0.2283474453        0.1682210837        0.6734542263
        0.4500000000        0.1747696589        0.0704262298        0.4273247042
        0.4600000000        0.1370034695        0.0141398060        0.2865025134
        0.4700000000        0.1271852956        0.0023632629        0.2562134685
        0.4800000000        0.1253598474        0.0003821788        0.2510100298
        0.4900000000        0.1250580802        0.0000615014        0.2501626880
        0.5000000000        0.1250093392        0.0000098846        0.2500261514
        0.5100000000        0.1250015002        0.0000015877        0.2500042007
        0.5200000000        0.1250002409        0.0000002549        0.2500006744
        0.5300000000        0.1250000387        0.0000000409        0.2500001082
        0.5400000000        0.1250000062        0.0000000066        0.2500000174
        0.5500000000        0.1250000010        0.0000000011        0.2500000028
        0.5600000000        0.1250000002        0.0000000002        0.2500000004
        0.5700000000        0.1250000000        0.0000000000        0.2500000001
        0.5800000000        0.1250000000        0.0000000000        0.2500000000
        0.5900000000        0.1250000000        0.0000000000        0.2500000000
        0.6000000000        0.1250000000        0.0000000000        0.2500000000
        0.6100000000        0.1250000000        0.0000000000        0.2500000000
        0.6200000000        0.1250000000        0.0000000000        0.2500000000
        0.6300000000        0.1250000000        0.0000000000        0.2500000000
        0.6400000000        0.1250000000        0.0000000000        0.2500000000
        0.6500000000        0.1250000000        0.0000000000        0.2500000000
        0.6600000000        0.1250000000        0.0000000000        0.2500000000
        0.6700000000        0.1250000000        0.0000000000        0.2500000000
        0.6800000000        0.1250000000        0.0000000000        0.2500000000
        0.6900000000        0.1250000000        0.0000000000        0.2500000000
        0.7000000000        0.1250000000        0.0000000000        0.2500000000
        0.7100000000        0.1250000000        0.0000000000        0.2500000000
        0.7200000000        0.1250000000        0.0000000000        0.2500000000
        0.7300000000        0.1250000000        0.0000000000        0.2500000000
        0.7400000000        0.1250000000        0.0000000000        0.2500000000
        0.7500000000        0.1250000000        0.0000000000        0.2500000000
        0.7600000000        0.1250000000        0.0000000000        0.2500000000
        0.7700000000        0.1250000000        0.0000000000        0.2500000000
        0.7800000000        0.1250000000        0.0000000000        0.2500000000
        0.7900000000        0.1250000000        0.0000000000        0.2500000000
        0.8000000000        0.1250000000        0.0000000000        0.2500000000
        0.8100000000        0.1250000000        0.0000000000        0.2500000000
        0.8200000000        0.1250000000        0.0000000000        0.2500000000
        0.8300000000        0.1250000000        0.0000000000        0.2500000000
        0.8400000000        0.1250000000        0.0000000000        0.2500000000
        0.8500000000        0.1250000000        0.0000000000        0.2500000000
        0.8600000000        0.1250000000        0.0000000000        0.2500000000
        0.8700000000        0.1250000000        0.0000000000        0.2500000000
        0.8800000000        0.1250000000        0.0000000000        0.2500000000
        0.8900000000        0.1250000000        0.0000000000        0.2500000000
        0.9000000000        0.1250000000        0.0000000000        0.2500000000
        0.9100000000        0.1250000000        0.0000000000        0.2500000000
        0.9200000000        0.1250000000        0.0000000000        0.2500000000
        0.9300000000        0.1250000000        0.0000000000        0.2500000000
        0.9400000000        0.1250000000        0.0000000000        0.2500000000
        0.9500000000        0.1250000000        0.0000000000        0.2500000000
        0.9600000000        0.1250000000        0.0000000000        0.2500000000
        0.9700000000        0.1250000000        0.0000000000        0.2500000000
        0.9800000000        0.1250000000        0.0000000000        0.2500000000
        0.9900000000        0.1250000000        0.0000000000        0.2500000000
        1.0000000000        0.1250000000        0.0000000000        0.2500000000
        1.0100000000        0.1250000000        0.0000000000        0.2500000000
        1.0200000000        0.1250000000        0.0000000000        0.2500000000
