       -1.0200000000        1.0000000000        0.0000000000        2.5000000000
       -1.0100000000        1.0000000000        0.0000000000        2.5000000000
       -1.0000000000        1.0000000000        0.0000000000        2.5000000000
       -0.9900000000        1.0000000000        0.0000000000        2.5000000000
       -0.9800000000        1.0000000000        0.0000000000        2.5000000000
       -0.9700000000        1.0000000000        0.0000000000        2.5000000000
       -0.9600000000        1.0000000000        0.0000000000        2.5000000000
       -0.9500000000        1.0000000000        0.0000000000        2.5000000000
       -0.9400000000        1.0000000000        0.0000000000        2.5000000000
       -0.9300000000        1.0000000000        0.0000000000        2.5000000000
       -0.9200000000        1.0000000000        0.0000000000        2.5000000000
       -0.9100000000        1.0000000000        0.0000000000        2.5000000000
       -0.9000000000        1.0000000000        0.0000000000        2.5000000000
       -0.8900000000        1.0000000000        0.0000000000        2.5000000000
       -0.8800000000        1.0000000000        0.0000000000        2.5000000000
       -0.8700000000        1.0000000000        0.0000000000        2.5000000000
       -0.8600000000        1.0000000000        0.0000000000        2.5000000000
       -0.8500000000        1.0000000000        0.0000000000        2.5000000000
       -0.8400000000        1.0000000000        0.0000000000        2.5000000000
       -0.8300000000        1.0000000000        0.0000000000        2.5000000000
       -0.8200000000        1.0000000000        0.0000000000        2.5000000000
       -0.8100000000        1.0000000000        0.0000000000        2.5000000000
       -0.8000000000        1.0000000000        0.0000000000        2.5000000000
       -0.7900000000        1.0000000000        0.0000000000        2.5000000000
       -0.7800000000        1.0000000000        0.0000000000        2.5000000000
       -0.7700000000        1.0000000000        0.0000000000        2.5000000000
       -0.7600000000        1.0000000000        0.0000000000        2.5000000000
       -0.7500000000        1.0000000000        0.0000000000        2.5000000000
       -0.7400000000        1.0000000000        0.0000000000        2.5000000000
       -0.7300000000        1.0000000000        0.0000000000        2.5000000000
       -0.7200000000        1.0000000000        0.0000000000        2.5000000000
       -0.7100000000        1.0000000000        0.0000000000        2.5000000000
       -0.7000000000        1.0000000000        0.0000000000        2.5000000000
       -0.6900000000        1.0000000000        0.0000000000        2.5000000000
       -0.6800000000        1.0000000000        0.0000000000        2.5000000000
       -0.6700000000        1.0000000000        0.0000000000        2.5000000000
       -0.6600000000        1.0000000000        0.0000000000        2.5000000000
       -0.6500000000        1.0000000000        0.0000000000        2.5000000000
       -0.6400000000        1.0000000000        0.0000000000        2.5000000000
       -0.6300000000        1.0000000000        0.0000000000        2.5000000000
       -0.6200000000        1.0000000000        0.0000000000        2.5000000000
